d,n,m,i,igapo.ft,igapo.nps.ft
0.4,5,5,13,998,977
0.4,5,5,14,969,969
0.4,5,5,15,546,546
0.4,5,5,16,838,838
0.4,5,5,17,912,912
0.4,5,5,18,1163,1163
0.4,5,5,19,846,846
0.4,5,5,20,959,959
0.4,5,5,21,970,970
0.4,5,5,22,763,763
0.4,5,5,23,915,915
0.4,5,5,24,1014,1014
0.4,5,5,25,900,900
0.4,5,5,26,1139,1139
0.4,5,5,27,1016,945
0.4,5,5,28,874,874
0.4,5,5,29,961,961
0.4,5,10,0,2106,2106
0.4,5,10,1,1563,1563
0.4,5,10,2,2272,2272
0.4,5,10,3,1520,1498
0.4,5,10,4,1473,1473
0.4,5,10,5,2026,2026
0.4,5,10,6,1487,1487
0.4,5,10,7,1661,1654
0.4,5,10,8,1849,1849
0.4,5,10,9,1994,1994
0.4,5,10,10,2220,2220
0.4,5,10,11,1551,1551
0.4,5,10,12,2206,2206
0.4,5,10,13,1563,1563
0.4,5,10,14,1964,1964
0.4,5,10,15,1413,1413
0.4,5,10,16,2140,2140
0.4,5,10,17,1821,1821
0.4,5,10,18,1977,1972
0.4,5,10,19,2061,2061
0.4,5,10,20,1800,1704
0.4,5,10,21,1455,1455
0.4,5,10,22,2184,2184
0.4,5,10,23,1824,1824
0.4,5,10,24,2084,1914
0.4,5,10,25,1889,1815
0.4,5,10,26,2068,2068
0.4,5,10,27,1592,1465
0.4,5,10,28,1975,1975
0.4,5,10,29,1753,1753
0.4,5,20,0,2892,2892
0.4,5,20,1,3719,3497
0.4,5,20,2,4028,4028
0.4,5,20,3,3697,3697
0.4,5,20,4,3777,3777
0.4,5,20,5,3895,3845
0.4,5,20,6,3675,3675
0.4,5,20,7,3704,3704
0.4,5,20,8,3241,3134
0.4,5,20,9,3642,3642
0.4,5,20,10,3215,3208
0.4,5,20,11,3698,3698
0.4,5,20,12,3673,3673
0.4,5,20,13,3561,3561
0.4,5,20,14,3923,3769
0.4,5,20,15,3041,3015
0.4,5,20,16,3545,3545
0.4,5,20,17,3367,3367
0.3,50,30,25,116704,115137
0.4,5,20,18,3528,3499
0.4,5,20,19,3276,3276
0.4,5,20,20,3314,3218
0.3,50,30,23,113361,111967
0.4,5,20,22,3407,3407
0.4,5,20,21,3714,3622
0.4,5,20,23,3395,3395
0.4,5,20,26,3466,3466
0.4,5,20,24,3762,3762
0.4,5,20,25,4086,4072
0.4,5,20,28,3951,3951
0.4,5,20,27,3746,3595
0.4,5,20,29,3491,3446
0.4,5,30,0,4956,4593
0.4,5,30,1,4858,4858
0.4,5,30,2,5301,5173
0.4,5,30,3,5313,5289
0.4,5,30,4,4742,4670
0.4,5,30,5,5587,5248
0.4,5,30,6,4397,4397
0.4,5,30,7,4987,4859
0.4,5,30,8,5915,5878
0.4,5,30,9,4476,4333
0.4,5,30,10,4930,4916
0.4,5,30,11,5347,5343
0.4,5,30,12,5134,5039
0.4,5,30,13,5127,5116
0.4,5,30,14,5410,5410
0.4,5,30,15,4756,4707
0.4,5,30,16,5474,5209
0.4,5,30,17,5128,5050
0.4,5,30,18,5740,5740
0.4,5,30,19,4922,4922
0.4,5,30,20,5251,5251
0.4,5,30,21,5169,5169
0.4,5,30,22,4982,4916
0.4,5,30,23,5262,5262
0.4,5,30,24,5708,5708
0.4,5,30,25,4924,4924
0.4,5,30,27,5008,4863
0.4,5,30,26,5341,5341
0.4,5,30,28,5670,5670
0.4,5,30,29,5287,5287
0.3,50,30,26,111959,110400
0.3,50,30,28,115935,114920
0.3,50,30,27,114418,113077
0.3,50,30,24,114363,113776
0.3,50,30,29,110179,108723
0.4,100,5,2,125633,125539
0.4,100,5,0,117787,117753
0.4,100,5,3,130062,130062
0.4,100,5,4,134080,134080
0.4,100,5,6,117933,117930
0.4,100,5,1,119317,119301
0.4,100,5,5,132231,132231
0.4,100,5,10,140266,140266
0.4,100,5,8,128690,128690
0.4,100,5,7,129498,129498
0.4,100,5,9,126710,126710
0.4,100,5,11,124143,124143
0.4,100,5,12,128742,128742
0.4,100,5,13,131341,131335
0.4,100,5,14,139379,139379
0.4,100,5,15,138508,138508
0.4,100,5,18,124190,124190
0.4,100,5,19,139146,139146
0.4,100,5,17,135830,135794
0.4,100,5,16,136364,136298
0.4,100,5,21,118018,118018
0.4,100,5,20,129150,129150
0.4,100,5,22,128346,128346
0.4,100,5,23,123699,123699
0.4,100,5,25,124656,124624
0.4,100,5,24,126887,126887
0.4,100,5,26,126826,126806
0.4,100,5,27,130673,130673
0.4,100,5,28,128108,128108
0.4,100,5,29,127413,127369
0.4,100,10,1,159719,159595
0.4,100,10,2,175876,175649
0.4,100,10,3,166616,166240
0.4,100,10,4,169543,169322
0.4,100,10,7,167879,167759
0.4,100,10,6,160246,160064
0.4,100,10,5,164834,164801
0.4,100,10,0,168720,168360
0.4,100,10,8,165311,165146
0.4,100,10,12,160783,160284
0.4,100,10,14,169152,167972
0.4,100,10,10,171519,171250
0.4,100,10,9,174735,174576
0.4,100,10,11,165365,165101
0.4,100,10,16,171139,170733
0.4,100,10,13,170986,170590
0.4,100,10,15,163962,163730
0.4,100,10,17,160577,160278
0.4,100,10,19,164938,164376
0.4,100,10,20,159654,159369
0.4,100,10,23,161068,159954
0.4,100,10,22,167779,167779
0.4,100,10,18,173335,173251
0.4,100,10,24,164781,164669
0.4,100,10,26,162970,162892
0.4,100,10,21,169829,169210
0.4,100,10,27,176430,176291
0.4,100,10,28,165475,165413
0.4,100,10,25,171798,171609
0.4,100,10,29,174043,173913
0.4,100,20,0,236466,233778
0.4,100,20,1,232455,231780
0.4,100,20,4,240340,239036
0.4,100,20,6,232098,230584
0.4,100,20,7,229731,228055
0.4,100,20,5,227331,225727
0.4,100,20,2,240118,238372
0.4,100,20,8,238686,237767
0.4,100,20,11,224380,222787
0.4,100,20,3,237879,236878
0.4,100,20,12,234518,231948
0.4,100,20,13,233078,231918
0.4,100,20,14,233167,231183
0.4,100,20,10,215843,214358
0.4,100,20,9,237255,234876
0.4,100,20,15,229983,227994
0.4,100,20,16,242726,241593
0.4,100,20,17,234121,232078
0.4,100,20,20,245200,243832
0.4,100,20,18,230768,229088
0.4,100,20,23,232044,230209
0.4,100,20,21,228397,227523
0.4,100,20,19,226002,224585
0.4,100,20,25,228360,226064
0.4,100,20,26,231874,230485
0.4,100,20,27,225992,224961
0.4,100,20,28,229336,228298
0.4,100,20,29,241034,239548
0.4,100,20,24,232089,231119
0.4,100,20,22,226008,224865
0.4,100,30,0,293427,290226
0.4,100,30,1,293804,290563
0.4,100,30,3,279073,276756
0.4,100,30,5,300317,294900
0.4,100,30,6,298021,291304
0.4,100,30,2,290570,287062
0.4,100,30,4,295227,291689
0.4,100,30,8,280305,276312
0.4,100,30,13,296420,293206
0.4,100,30,10,300693,299121
0.4,100,30,14,297285,293013
0.4,100,30,15,294064,292043
0.4,100,30,7,286745,283619
0.4,100,30,11,288565,285524
0.4,100,30,9,300402,297766
0.4,100,30,18,291280,287384
0.4,100,30,12,298117,294045
0.4,100,30,16,293589,291460
0.4,100,30,20,297097,293312
0.4,100,30,21,291102,289737
0.4,100,30,19,292734,291006
0.4,100,30,17,296051,293293
0.4,100,30,26,305383,300433
0.4,10,5,0,2267,2267
0.4,10,5,1,2251,2251
0.4,10,5,2,2548,2548
0.4,10,5,3,2479,2479
0.4,10,5,4,2567,2567
0.4,10,5,5,2431,2431
0.4,10,5,6,2459,2459
0.4,10,5,7,3118,3118
0.4,10,5,8,2460,2460
0.4,10,5,9,2709,2709
0.4,10,5,10,2452,2452
0.4,10,5,11,2295,2295
0.4,10,5,12,2389,2389
0.4,10,5,13,3106,3106
0.4,10,5,14,2916,2916
0.4,10,5,15,2497,2497
0.4,10,5,16,2412,2412
0.4,10,5,17,2293,2293
0.4,10,5,18,2425,2425
0.4,10,5,19,2986,2986
0.4,10,5,20,2449,2449
0.4,10,5,21,2742,2742
0.4,10,5,22,2614,2614
0.4,10,5,23,1855,1855
0.4,10,5,24,2251,2251
0.4,10,5,25,2075,2058
0.4,100,30,22,300777,297551
0.4,10,5,26,2924,2924
0.4,10,5,27,2311,2311
0.4,10,5,28,2663,2663
0.4,10,5,29,2250,2250
0.4,10,10,0,5047,5047
0.4,10,10,1,4875,4875
0.4,10,10,2,4063,4063
0.4,10,10,3,4862,4862
0.4,10,10,4,4116,4038
0.4,10,10,5,3982,3936
0.4,10,10,6,4011,4011
0.4,10,10,7,4993,4993
0.4,10,10,8,4447,4447
0.4,10,10,9,5096,5096
0.4,10,10,10,5132,4883
0.4,10,10,11,4413,4385
0.4,100,30,23,294095,291342
0.4,10,10,12,4006,3869
0.4,10,10,14,4829,4806
0.4,10,10,15,4250,4203
0.4,10,10,13,4045,4045
0.4,10,10,16,4487,4246
0.4,10,10,17,4641,4641
0.4,10,10,18,4593,4593
0.4,10,10,19,4442,4442
0.4,10,10,20,4569,4471
0.4,10,10,21,4964,4952
0.4,10,10,23,4657,4657
0.4,10,10,22,4255,4203
0.4,10,10,24,4118,4101
0.4,10,10,26,4722,4722
0.4,10,10,25,4620,4620
0.4,10,10,27,4169,4169
0.4,10,10,28,3970,3970
0.4,10,10,29,4457,4457
0.4,10,20,0,7684,7651
0.4,10,20,2,9163,9094
0.4,10,20,1,8587,8171
0.4,10,20,3,8825,8765
0.4,10,20,4,8348,8217
0.4,10,20,5,8645,8305
0.4,10,20,6,7760,7727
0.4,10,20,7,8261,8261
0.4,10,20,8,8131,8131
0.4,10,20,9,8030,8030
0.4,10,20,10,7943,7915
0.4,10,20,11,8536,8157
0.4,10,20,12,8538,8466
0.4,10,20,13,8200,8007
0.4,10,20,14,8264,8102
0.4,100,30,24,300395,297731
0.4,10,20,15,8202,8149
0.4,10,20,16,8524,8449
0.4,10,20,17,8481,8481
0.4,10,20,18,8110,7942
0.4,10,20,19,8733,8733
0.4,10,20,21,7206,7205
0.4,10,20,20,8324,8324
0.4,10,20,22,8560,8425
0.4,10,20,23,8322,8068
0.4,10,20,24,7182,7182
0.4,10,20,25,8644,8635
0.4,10,20,26,8549,8321
0.4,10,20,27,7265,7255
0.4,10,20,28,8446,8446
0.4,10,20,29,9049,9001
0.4,10,30,0,11270,11270
0.4,10,30,1,11633,11512
0.4,10,30,2,11678,11442
0.4,10,30,3,11557,11164
0.4,10,30,4,11918,11918
0.4,10,30,5,12769,12585
0.4,10,30,6,11041,11024
0.4,10,30,7,11894,11780
0.4,10,30,8,11184,11184
0.4,10,30,9,11791,11791
0.4,10,30,10,11462,11435
0.4,10,30,11,12364,12097
0.4,10,30,13,11983,11896
0.4,10,30,12,11350,11306
0.4,10,30,14,11011,10746
0.4,10,30,15,12189,12144
0.4,10,30,16,12492,11991
0.4,10,30,17,11655,11463
0.4,10,30,18,11037,10757
0.4,10,30,19,11813,11770
0.4,10,30,20,11207,10999
0.4,10,30,21,11120,10876
0.4,10,30,22,11374,11170
0.4,10,30,23,11929,11853
0.4,10,30,24,11462,11285
0.4,10,30,25,13050,12731
0.4,10,30,26,12127,12127
0.4,10,30,28,11286,11286
0.4,10,30,29,11445,11312
0.4,10,30,27,11749,11723
0.4,20,5,0,7722,7722
0.4,20,5,3,5815,5815
0.4,20,5,1,7169,7169
0.4,20,5,2,8209,8209
0.4,20,5,4,8464,8464
0.4,20,5,5,7960,7960
0.4,20,5,6,7477,7477
0.4,20,5,7,6716,6716
0.4,20,5,8,7420,7420
0.4,20,5,9,7719,7719
0.4,20,5,10,7890,7890
0.4,20,5,11,7730,7730
0.4,20,5,12,7074,7059
0.4,20,5,13,6688,6688
0.4,20,5,14,7088,7088
0.4,20,5,15,6905,6905
0.4,20,5,16,7571,7555
0.4,20,5,19,5603,5603
0.4,20,5,17,7464,7464
0.4,20,5,18,7136,7136
0.4,20,5,20,6766,6766
0.4,20,5,21,6506,6453
0.4,20,5,22,7254,7254
0.4,20,5,23,7280,7280
0.4,20,5,24,7905,7905
0.4,20,5,26,7564,7564
0.4,20,5,25,7073,7073
0.4,20,5,27,7330,7330
0.4,20,5,28,6991,6991
0.4,20,5,29,7080,7080
0.4,20,10,1,12767,12632
0.4,20,10,0,11449,11435
0.4,20,10,2,11737,11669
0.4,20,10,3,13662,13574
0.4,20,10,4,11557,11548
0.4,20,10,5,11740,11740
0.4,20,10,6,12512,12406
0.4,20,10,7,11529,11468
0.4,100,30,27,291828,289089
0.4,20,10,8,10630,10630
0.4,20,10,9,11611,11611
0.4,20,10,10,10666,10666
0.4,20,10,11,11937,11937
0.4,20,10,12,13236,13169
0.4,20,10,13,12188,12188
0.4,20,10,14,11505,11500
0.4,20,10,15,11431,11402
0.4,20,10,16,12381,12361
0.4,20,10,17,12185,12036
0.4,20,10,18,12004,11862
0.4,20,10,19,11919,11833
0.4,20,10,20,12086,12086
0.4,20,10,21,12153,12153
0.4,20,10,23,11822,11822
0.4,20,10,22,11224,11188
0.4,20,10,24,11981,11893
0.4,20,10,25,10413,10413
0.4,20,10,26,11722,11661
0.4,20,10,27,11006,10971
0.4,20,10,28,10513,10264
0.4,20,10,29,11219,11219
0.4,20,20,0,19916,19786
0.4,20,20,3,18344,17912
0.4,20,20,2,19608,19460
0.4,20,20,1,20555,20215
0.4,20,20,4,18524,18386
0.4,20,20,5,20746,20185
0.4,20,20,8,18696,18646
0.4,20,20,7,20229,20041
0.4,20,20,6,21729,21245
0.4,20,20,9,19145,18769
0.4,20,20,10,20414,20184
0.4,20,20,11,20737,20618
0.4,20,20,14,20978,20845
0.4,20,20,13,19937,19755
0.4,20,20,12,19516,19435
0.4,20,20,15,20165,20122
0.4,20,20,17,20135,19877
0.4,20,20,16,20555,20246
0.4,20,20,18,20063,19760
0.4,20,20,19,20056,19939
0.4,20,20,20,19305,19226
0.4,20,20,21,20873,20873
0.4,20,20,24,20026,19569
0.4,20,20,23,19793,19183
0.4,20,20,22,19584,19434
0.4,20,20,26,19743,19442
0.4,20,20,25,20543,20543
0.4,20,20,29,19784,19505
0.4,20,20,28,20447,20430
0.4,20,20,27,19851,19666
0.4,20,30,0,27814,27181
0.4,20,30,4,28928,28833
0.4,20,30,1,27632,27390
0.4,20,30,2,28378,28164
0.4,20,30,3,29813,29736
0.4,20,30,7,27256,27064
0.4,20,30,5,28332,28068
0.4,20,30,8,28767,28371
0.4,20,30,9,28769,28585
0.4,20,30,6,28194,27771
0.4,20,30,10,28178,27703
0.4,20,30,12,29452,29177
0.4,20,30,11,28719,28316
0.4,20,30,13,30008,29285
0.4,20,30,14,28360,27713
0.4,20,30,16,28515,28286
0.4,20,30,17,26343,26343
0.4,20,30,15,30331,30231
0.4,20,30,18,28393,27822
0.4,20,30,19,27925,27568
0.4,20,30,20,27913,27693
0.4,20,30,21,28401,28068
0.4,20,30,23,26923,26769
0.4,20,30,22,29684,29023
0.4,20,30,24,26890,26792
0.4,20,30,25,27744,27599
0.4,20,30,26,27740,27202
0.4,20,30,27,29473,28460
0.4,20,30,28,28126,27421
0.4,30,5,0,17223,17223
0.4,30,5,1,13216,13214
0.4,30,5,2,13141,13141
0.4,30,5,3,13044,13044
0.4,20,30,29,28274,28214
0.4,30,5,4,12307,12307
0.4,30,5,5,13265,13265
0.4,30,5,6,12636,12636
0.4,30,5,7,13384,13384
0.4,30,5,9,15696,15696
0.4,30,5,8,14490,14481
0.4,30,5,10,14623,14623
0.4,30,5,11,14266,14266
0.4,30,5,12,13516,13516
0.4,30,5,14,17543,17543
0.4,30,5,13,15311,15311
0.4,30,5,15,13036,13036
0.4,30,5,16,13149,13149
0.4,30,5,17,14636,14636
0.4,30,5,18,15039,15039
0.4,30,5,19,11211,11211
0.4,30,5,20,17302,17302
0.4,30,5,21,15885,15885
0.4,30,5,22,13795,13795
0.4,30,5,23,13725,13725
0.4,30,5,25,16582,16582
0.4,30,5,24,16101,16101
0.4,30,5,26,12724,12724
0.4,30,5,27,15335,15335
0.4,30,5,28,14389,14389
0.4,30,5,29,15102,15102
0.4,30,10,0,19868,19841
0.4,30,10,1,21482,21482
0.4,30,10,3,21280,21211
0.4,30,10,4,20477,20204
0.4,30,10,2,20029,19986
0.4,30,10,5,21683,21599
0.4,30,10,6,22265,22226
0.4,30,10,8,21228,21228
0.4,30,10,7,19477,19477
0.4,30,10,9,22998,22998
0.4,30,10,10,22208,22046
0.4,30,10,11,21745,21745
0.4,30,10,12,21936,21891
0.4,30,10,13,23386,23369
0.4,30,10,14,21747,21464
0.4,30,10,16,21856,21847
0.4,30,10,15,22155,22096
0.4,30,10,17,21455,21328
0.4,30,10,19,21655,21608
0.4,30,10,18,20597,20405
0.4,30,10,20,23865,23756
0.4,30,10,21,21732,21681
0.4,30,10,22,20728,20728
0.4,30,10,23,21294,21255
0.4,30,10,24,20093,20093
0.4,30,10,26,21340,21322
0.4,30,10,25,22402,22389
0.4,30,10,27,22485,22485
0.4,30,10,28,20694,20692
0.4,30,10,29,21512,21512
0.4,30,20,0,34003,33851
0.4,30,20,2,35016,34469
0.4,30,20,4,32963,32416
0.4,30,20,1,35197,34957
0.4,30,20,3,35731,35625
0.4,30,20,5,35969,35932
0.4,30,20,8,34522,33600
0.4,30,20,9,37366,37366
0.4,30,20,7,33560,33463
0.4,30,20,6,34200,33703
0.4,30,20,11,34391,34049
0.4,30,20,10,36419,36265
0.4,30,20,13,33916,33916
0.4,30,20,12,35425,35366
0.4,30,20,14,33235,32792
0.4,30,20,15,34769,34603
0.4,100,30,29,302579,300357
0.4,30,20,19,33493,33343
0.4,30,20,18,35075,34936
0.4,30,20,17,34912,34688
0.4,30,20,16,34804,34748
0.4,30,20,20,34370,33751
0.4,30,20,21,35881,35715
0.4,30,20,23,35432,34989
0.4,30,20,25,34833,34348
0.4,30,20,24,35688,35267
0.4,30,20,22,35854,35615
0.4,30,20,26,32979,32932
0.4,30,20,27,35879,35757
0.4,30,20,28,36811,36730
0.4,30,20,29,34730,34672
0.4,30,30,2,48119,47423
0.4,30,30,3,47465,46512
0.4,30,30,0,48584,47557
0.4,30,30,4,46645,46567
0.4,30,30,1,46150,45587
0.4,30,30,5,46482,46227
0.4,30,30,6,49050,48549
0.4,30,30,9,49136,48022
0.4,30,30,7,47510,47184
0.4,30,30,8,46911,46312
0.4,30,30,10,46050,45505
0.4,30,30,12,46242,45660
0.4,30,30,11,47197,46631
0.4,30,30,13,48464,47850
0.4,30,30,15,48664,48630
0.4,30,30,14,47704,47340
0.4,30,30,16,45004,44650
0.4,30,30,17,46117,45512
0.4,30,30,18,48067,46899
0.4,30,30,19,49170,48280
0.4,30,30,20,50293,50043
0.4,30,30,21,49148,48943
0.4,30,30,22,46708,46044
0.4,30,30,24,46904,46731
0.4,30,30,23,50370,50193
0.4,30,30,26,50439,49520
0.4,30,30,27,48462,48300
0.4,30,30,25,48716,47811
0.4,50,5,0,36123,36123
0.4,100,30,28,284187,282505
0.4,30,30,28,48515,48242
0.4,50,5,1,34763,34763
0.4,30,30,29,47188,47044
0.4,50,5,2,32092,32092
0.4,50,5,3,31313,31313
0.4,50,5,4,36774,36774
0.4,50,5,7,35439,35439
0.4,50,5,5,38356,38356
0.4,50,5,9,38147,38147
0.4,50,5,8,36895,36895
0.4,50,5,6,32259,32259
0.4,50,5,10,32952,32952
0.4,50,5,11,32633,32633
0.4,50,5,12,35860,35860
0.4,50,5,13,38197,38197
0.4,50,5,16,36950,36950
0.4,50,5,14,34693,34693
0.4,50,5,15,35492,35492
0.4,50,5,17,33558,33558
0.4,50,5,18,32890,32859
0.4,50,5,19,32111,32111
0.4,50,5,21,35277,35277
0.4,50,5,20,36573,36573
0.4,50,5,23,34221,34221
0.4,50,5,22,35916,35897
0.4,50,5,24,34714,34714
0.4,50,5,25,37504,37503
0.4,50,5,26,33969,33969
0.4,50,5,27,39695,39695
0.4,50,5,28,35642,35642
0.4,50,5,29,35511,35511
0.4,50,10,1,50531,50516
0.4,50,10,0,49307,49307
0.4,50,10,5,48830,48830
0.4,50,10,6,49667,49481
0.4,50,10,2,51625,51400
0.4,50,10,3,50517,50460
0.4,50,10,4,47041,46880
0.4,50,10,8,48737,48584
0.4,50,10,7,48156,48141
0.4,50,10,9,49392,49180
0.4,50,10,11,48354,48083
0.4,50,10,10,50403,50302
0.4,50,10,13,46660,46546
0.4,50,10,12,48821,48772
0.4,50,10,14,55357,55051
0.4,50,10,17,47574,47558
0.4,50,10,18,47131,46851
0.4,50,10,19,50297,50048
0.4,50,10,15,49106,49004
0.4,50,10,16,50989,50956
0.4,50,10,20,48088,47973
0.4,50,10,24,47021,46977
0.4,50,10,21,49296,49295
0.4,100,30,25,298542,295312
0.4,50,10,22,49444,49444
0.4,50,10,25,46473,46404
0.4,50,10,23,49819,49725
0.4,50,10,26,53921,53716
0.4,50,10,27,48589,48308
0.4,50,10,29,47020,46994
0.4,50,10,28,48326,48299
0.4,50,20,1,75982,75035
0.4,50,20,3,75641,75105
0.4,50,20,5,75198,74266
0.4,50,20,2,73561,73451
0.4,50,20,4,77071,76473
0.4,50,20,0,69992,69799
0.4,50,20,7,74635,74228
0.4,50,20,6,75435,74725
0.4,50,20,8,74769,74463
0.4,50,20,9,78630,78016
0.4,50,20,10,73646,72959
0.4,50,20,11,71517,71318
0.4,50,20,13,77934,77171
0.4,50,20,16,76544,76207
0.4,50,20,12,79218,78056
0.4,50,20,15,73616,73342
0.4,50,20,14,72346,71799
0.4,50,20,19,76284,75841
0.4,50,20,17,72116,71181
0.4,50,20,20,73480,73419
0.4,50,20,18,71962,71566
0.4,50,20,23,72450,71459
0.4,50,20,24,75383,74586
0.4,50,20,21,73902,73354
0.4,50,20,22,73647,72995
0.4,50,20,26,77484,77100
0.4,50,20,27,71429,70939
0.4,50,20,25,74213,73912
0.4,50,20,28,75499,74971
0.4,50,20,29,74597,74071
0.4,50,30,0,97845,96849
0.4,50,30,1,98658,97890
0.4,50,30,3,101797,100775
0.4,50,30,4,99264,96910
0.4,50,30,7,96297,94954
0.4,50,30,2,100572,99816
0.4,50,30,6,98192,96637
0.4,50,30,5,99737,98095
0.4,50,30,8,97455,96613
0.4,50,30,10,99350,98459
0.4,50,30,9,102164,100739
0.4,50,30,11,96467,94917
0.4,50,30,15,99418,98177
0.4,50,30,16,100093,99372
0.4,50,30,12,98611,97027
0.4,50,30,14,101049,99448
0.4,50,30,17,101321,99809
0.4,50,30,18,101705,100084
0.4,50,30,13,99281,98478
0.4,50,30,19,96162,94827
0.4,50,30,23,96069,95361
0.4,50,30,21,96702,94881
0.4,50,30,25,100040,98488
0.4,50,30,22,99020,98409
0.4,50,30,24,101759,100383
0.4,50,30,27,102651,101715
0.4,50,30,20,98095,96816
0.4,50,30,26,99048,98600
0.4,50,30,29,101857,100274
0.4,50,30,28,103074,101937
