d,n,m,i,igapols.ft
0.4,100,5,24,125451
0.4,100,5,27,129875
0.4,100,5,26,126455
0.4,100,5,25,122994
0.4,100,5,29,126597
0.4,100,5,28,126609
0.4,100,10,1,157822
0.4,100,10,3,164754
0.4,100,10,4,166713
0.4,100,10,0,164371
0.4,100,10,7,165777
0.4,100,10,6,158734
0.4,100,10,5,161750
0.4,100,10,2,173357
0.4,100,10,8,164108
0.4,100,10,9,171430
0.4,100,10,10,169670
0.4,100,10,12,159323
0.4,100,10,11,161954
0.4,100,10,13,168515
0.4,100,10,14,166133
0.4,100,10,15,159149
0.4,100,10,17,158919
0.4,100,10,20,156813
0.4,100,10,16,169156
0.4,100,10,18,171703
0.4,100,10,19,160335
0.4,100,10,22,164961
0.4,100,10,23,158982
0.4,100,10,21,166231
0.4,100,10,24,161505
0.4,100,10,26,159759
0.4,100,10,25,168265
0.4,100,10,27,172647
0.4,100,10,28,163069
0.4,100,10,29,172194
0.4,100,20,1,229752
0.4,100,20,0,231500
0.4,100,20,2,234266
0.4,100,20,5,222728
0.4,100,20,6,226142
0.4,100,20,3,235873
0.4,100,20,7,226293
0.4,100,20,4,235159
0.4,100,20,8,236880
0.4,100,20,10,213031
0.4,100,20,9,232438
0.4,100,20,12,231091
0.4,100,20,13,230480
0.4,100,20,11,220111
0.4,100,20,14,227075
0.4,100,20,15,225733
0.4,100,20,16,238349
0.4,100,20,18,223863
0.4,100,20,19,222502
0.4,100,20,22,221724
0.4,100,20,17,229445
0.4,100,20,23,227268
0.4,100,20,21,225433
0.4,100,20,20,237938
0.4,100,20,24,228040
0.4,100,20,25,222933
0.4,100,20,26,229432
0.4,100,20,28,225341
0.4,100,20,29,237971
0.4,100,20,27,222931
0.4,100,30,0,284255
0.4,100,30,1,287912
0.4,100,30,2,284480
0.4,100,30,3,274698
0.4,100,30,4,286724
0.4,100,30,6,292491
0.4,100,30,5,289188
0.4,100,30,8,274045
0.4,100,30,7,282151
0.4,100,30,9,290916
0.4,100,30,10,296649
0.4,100,30,13,289551
0.4,100,30,14,291611
0.4,100,30,12,293914
0.4,100,30,11,281305
0.4,100,30,16,285755
0.4,100,30,18,285494
0.4,100,30,17,287859
0.4,100,30,19,288936
0.4,100,30,20,292620
0.4,100,30,21,282845
0.4,100,30,22,297415
0.4,100,30,23,287484
0.4,10,5,0,2267
0.4,10,5,1,2251
0.4,10,5,2,2476
0.4,10,5,3,2479
0.4,10,5,4,2567
0.4,10,5,5,2431
0.4,10,5,6,2459
0.4,10,5,7,3118
0.4,10,5,8,2460
0.4,10,5,9,2709
0.4,10,5,10,2443
0.4,10,5,11,2295
0.4,10,5,12,2389
0.4,10,5,13,3106
0.4,10,5,14,2916
0.4,10,5,15,2496
0.4,100,30,24,292470
0.4,10,5,16,2380
0.4,10,5,17,2293
0.4,10,5,18,2410
0.4,10,5,19,2986
0.4,10,5,20,2449
0.4,10,5,21,2742
0.4,100,30,15,287840
0.4,10,5,22,2614
0.4,10,5,23,1849
0.4,10,5,24,2178
0.4,10,5,25,2075
0.4,10,5,26,2924
0.4,10,5,27,2311
0.4,10,5,28,2663
0.4,10,5,29,2250
0.4,10,10,0,4957
0.4,10,10,1,4734
0.4,10,10,2,3974
0.4,10,10,3,4842
0.4,10,10,4,3974
0.4,10,10,5,3966
0.4,10,10,6,3940
0.4,10,10,7,4819
0.4,10,10,8,4447
0.4,10,10,9,4908
0.4,10,10,10,4785
0.4,10,10,11,4301
0.4,10,10,12,3915
0.4,10,10,14,4756
0.4,10,10,13,3899
0.4,10,10,15,4161
0.4,10,10,16,4307
0.4,10,10,17,4528
0.4,10,10,18,4593
0.4,10,10,20,4336
0.4,10,10,19,4230
0.4,10,10,21,4964
0.4,10,10,22,4062
0.4,10,10,23,4514
0.4,10,10,24,4007
0.4,10,10,25,4558
0.4,10,10,26,4692
0.4,10,10,27,4137
0.4,10,10,28,3970
0.4,10,10,29,4277
0.4,10,20,0,7613
0.4,10,20,2,8996
0.4,10,20,1,8299
0.4,10,20,3,8346
0.4,10,20,4,8024
0.4,10,20,5,8263
0.4,10,20,6,7713
0.4,10,20,7,8261
0.4,10,20,8,7930
0.4,10,20,9,7845
0.4,10,20,10,7839
0.4,10,20,11,8252
0.4,10,20,12,8277
0.4,10,20,13,7884
0.4,10,20,14,8112
0.4,10,20,15,7776
0.4,10,20,16,8298
0.4,10,20,17,8357
0.4,10,20,18,7394
0.4,10,20,19,8660
0.4,10,20,20,7937
0.4,10,20,21,7071
0.4,10,20,22,8136
0.4,10,20,23,8117
0.4,10,20,24,7128
0.4,10,20,25,8369
0.4,10,20,26,8347
0.4,10,20,27,7122
0.4,10,20,28,8285
0.4,10,20,29,9041
0.4,10,30,0,11154
0.4,10,30,1,11481
0.4,10,30,2,11220
0.4,10,30,3,11287
0.4,10,30,4,11909
0.4,10,30,5,12404
0.4,10,30,6,10990
0.4,10,30,7,11488
0.4,10,30,8,11005
0.4,10,30,9,11448
0.4,10,30,10,11297
0.4,10,30,11,11937
0.4,10,30,13,11983
0.4,100,30,27,287562
0.4,10,30,12,11093
0.4,10,30,14,10651
0.4,10,30,15,11950
0.4,10,30,16,12299
0.4,10,30,17,11362
0.4,10,30,18,10629
0.4,10,30,19,11555
0.4,10,30,20,10961
0.4,10,30,21,10633
0.4,10,30,22,11236
0.4,10,30,23,11669
0.4,10,30,24,11223
0.4,10,30,25,12773
0.4,10,30,26,11890
0.4,10,30,28,11100
0.4,10,30,27,11294
0.4,10,30,29,11145
0.4,20,5,0,7710
0.4,20,5,1,7161
0.4,20,5,3,5815
0.4,20,5,2,8209
0.4,20,5,4,8464
0.4,100,30,25,293694
0.4,20,5,6,7431
0.4,20,5,5,7960
0.4,20,5,7,6716
0.4,20,5,9,7564
0.4,20,5,8,7420
0.4,20,5,10,7843
0.4,20,5,11,7539
0.4,20,5,12,7060
0.4,20,5,13,6675
0.4,20,5,14,7088
0.4,20,5,15,6902
0.4,20,5,16,7571
0.4,20,5,17,7328
0.4,20,5,18,7082
0.4,20,5,19,5592
0.4,20,5,20,6674
0.4,20,5,21,6340
0.4,20,5,22,7254
0.4,20,5,23,7260
0.4,20,5,24,7905
0.4,20,5,25,7015
0.4,20,5,26,7564
0.4,20,5,27,7298
0.4,20,5,28,6971
0.4,20,5,29,7037
0.4,20,10,0,11331
0.4,20,10,1,12570
0.4,20,10,2,11622
0.4,20,10,4,11416
0.4,20,10,3,13612
0.4,20,10,6,12344
0.4,20,10,5,11673
0.4,20,10,8,10458
0.4,20,10,7,11347
0.4,20,10,9,11551
0.4,20,10,11,11912
0.4,20,10,10,10656
0.4,20,10,12,13109
0.4,20,10,13,11931
0.4,20,10,14,11200
0.4,20,10,15,11408
0.4,20,10,17,11851
0.4,100,30,28,276541
0.4,20,10,16,12275
0.4,20,10,18,11747
0.4,20,10,19,11516
0.4,20,10,20,11877
0.4,20,10,21,12016
0.4,20,10,22,11121
0.4,20,10,23,11733
0.4,20,10,24,11865
0.4,20,10,25,10337
0.4,20,10,28,10494
0.4,20,10,26,11521
0.4,20,10,27,10852
0.4,20,10,29,11182
0.4,20,20,0,19592
0.4,20,20,1,20045
0.4,20,20,3,17701
0.4,20,20,2,19278
0.4,20,20,4,18115
0.4,20,20,5,20133
0.4,20,20,6,21049
0.4,20,20,7,19890
0.4,20,20,8,18578
0.4,20,20,9,18621
0.4,20,20,10,19805
0.4,20,20,11,20453
0.4,20,20,13,19609
0.4,20,20,12,19151
0.4,20,20,14,20706
0.4,20,20,15,20071
0.4,20,20,16,20214
0.4,20,20,17,19578
0.4,100,30,26,296541
0.4,20,20,19,19600
0.4,20,20,18,19398
0.4,20,20,20,18975
0.4,20,20,21,20620
0.4,20,20,22,19173
0.4,20,20,23,19287
0.4,20,20,24,19771
0.4,20,20,25,20069
0.4,20,20,26,19284
0.4,20,20,27,19342
0.4,20,20,29,19219
0.4,20,20,28,19936
0.4,20,30,0,26738
0.4,20,30,1,27184
0.4,20,30,2,27854
0.4,20,30,4,28587
0.4,20,30,3,29436
0.4,20,30,5,27596
0.4,20,30,6,27376
0.4,20,30,7,26685
0.4,20,30,8,28332
0.4,20,30,10,27637
0.4,20,30,9,28277
0.4,20,30,11,28032
0.4,20,30,12,28756
0.4,20,30,13,29362
0.4,20,30,14,27683
0.4,20,30,16,28309
0.4,20,30,17,25907
0.4,20,30,15,29865
0.4,20,30,18,27745
0.4,20,30,19,27526
0.4,20,30,20,27648
0.4,20,30,21,27617
0.4,20,30,22,28507
0.4,20,30,23,26486
0.4,20,30,24,26799
0.4,20,30,25,27303
0.4,20,30,26,27175
0.4,20,30,27,28707
0.4,30,5,1,13212
0.4,30,5,0,17173
0.4,30,5,2,13140
0.4,20,30,28,27392
0.4,20,30,29,27918
0.4,30,5,3,12977
0.4,30,5,4,12300
0.4,30,5,5,13218
0.4,30,5,6,12585
0.4,30,5,7,13343
0.4,30,5,8,14401
0.4,30,5,10,14582
0.4,30,5,9,15696
0.4,30,5,11,14261
0.4,30,5,12,13504
0.4,30,5,13,15291
0.4,30,5,14,17516
0.4,30,5,15,12984
0.4,30,5,16,13149
0.4,30,5,17,14636
0.4,30,5,18,15039
0.4,30,5,19,11186
0.4,30,5,22,13752
0.4,30,5,20,17186
0.4,30,5,23,13712
0.4,30,5,25,16576
0.4,30,5,24,16054
0.4,30,5,21,15764
0.4,30,5,26,12697
0.4,30,5,28,14352
0.4,30,5,27,15306
0.4,30,5,29,15092
0.4,30,10,1,21258
0.4,30,10,0,19773
0.4,30,10,2,19643
0.4,30,10,3,21103
0.4,30,10,4,20436
0.4,30,10,5,21570
0.4,30,10,6,21957
0.4,30,10,8,21106
0.4,30,10,7,19424
0.4,30,10,9,22633
0.4,30,10,10,22106
0.4,30,10,11,21695
0.4,30,10,12,21804
0.4,30,10,13,23234
0.4,30,10,14,21469
0.4,30,10,15,21901
0.4,30,10,16,21739
0.4,30,10,17,21143
0.4,30,10,18,20276
0.4,30,10,19,21551
0.4,30,10,20,23659
0.4,30,10,21,21574
0.4,30,10,22,20522
0.4,30,10,23,20793
0.4,30,10,24,19966
0.4,30,10,26,21336
0.4,30,10,25,22183
0.4,30,10,27,22300
0.4,30,10,28,20514
0.4,30,10,29,21512
0.4,30,20,0,33373
0.4,30,20,2,34531
0.4,30,20,1,34576
0.4,30,20,4,32719
0.4,30,20,3,35370
0.4,30,20,5,35426
0.4,30,20,6,33563
0.4,30,20,7,32831
0.4,30,20,8,33238
0.4,30,20,9,36631
0.4,30,20,11,33837
0.4,30,20,13,33108
0.4,30,20,10,35628
0.4,30,20,12,34731
0.4,30,20,14,32623
0.4,30,20,15,34344
0.4,30,20,16,34037
0.4,30,20,17,34253
0.4,30,20,19,32949
0.4,30,20,20,33144
0.4,30,20,18,34749
0.4,30,20,21,35430
0.4,30,20,22,35194
0.4,30,20,23,35032
0.4,30,20,25,34454
0.4,30,20,24,34985
0.4,30,20,26,32564
0.4,30,20,27,35003
0.4,30,20,28,36258
0.4,30,20,29,33983
0.4,30,30,0,47478
0.4,30,30,4,45463
0.4,30,30,1,45417
0.4,30,30,3,46125
0.4,30,30,2,46805
0.4,30,30,5,46361
0.4,30,30,6,48596
0.4,100,30,29,292818
0.4,30,30,7,46845
0.4,30,30,8,45964
0.4,30,30,9,48081
0.4,30,30,10,45572
0.4,30,30,11,46181
0.4,30,30,12,45470
0.4,30,30,13,47209
0.4,30,30,14,46647
0.4,30,30,15,47625
0.4,30,30,16,43982
0.4,30,30,18,46936
0.4,30,30,17,45014
0.4,30,30,19,48396
0.4,30,30,21,48468
0.4,30,30,20,49251
0.4,30,30,22,45629
0.4,30,30,23,49661
0.4,30,30,24,45776
0.4,30,30,25,48028
0.4,30,30,26,49500
0.4,50,5,0,35955
0.4,30,30,27,47425
0.4,30,30,28,47704
0.4,30,30,29,46138
0.4,50,5,1,34582
0.4,50,5,2,32013
0.4,50,5,3,31185
0.4,50,5,4,36579
0.4,50,5,5,38178
0.4,50,5,6,31942
0.4,50,5,7,35161
0.4,50,5,9,37967
0.4,50,5,8,36813
0.4,50,5,10,32913
0.4,50,5,11,32604
0.4,50,5,12,35776
0.4,50,5,13,37999
0.4,50,5,14,34464
0.4,50,5,15,35475
0.4,50,5,16,36950
0.4,50,5,18,32650
0.4,50,5,17,33414
0.4,50,5,19,31872
0.4,50,5,20,36374
0.4,50,5,23,34126
0.4,50,5,22,35551
0.4,50,5,21,35170
0.4,50,5,24,34428
0.4,50,5,26,33828
0.4,50,5,27,39571
0.4,50,5,25,37115
0.4,50,5,28,35502
0.4,50,5,29,35454
0.4,50,10,0,48993
0.4,50,10,1,50209
0.4,50,10,2,51057
0.4,50,10,4,46394
0.4,50,10,5,47935
0.4,50,10,3,50302
0.4,50,10,7,46544
0.4,50,10,6,48655
0.4,50,10,8,47811
0.4,50,10,9,48573
0.4,50,10,12,48741
0.4,50,10,11,47837
0.4,50,10,10,49702
0.4,50,10,13,46044
0.4,50,10,15,48786
0.4,50,10,14,54759
0.4,50,10,17,47198
0.4,50,10,16,50783
0.4,50,10,18,46618
0.4,50,10,19,49628
0.4,50,10,20,47515
0.4,50,10,21,48761
0.4,50,10,22,48690
0.4,50,10,23,48665
0.4,50,10,25,46294
0.4,50,10,24,47021
0.4,50,10,26,53628
0.4,50,10,27,48334
0.4,50,10,28,47893
0.4,50,10,29,46234
0.4,50,20,1,74687
0.4,50,20,0,69178
0.4,50,20,2,72424
0.4,50,20,3,74482
0.4,50,20,4,75630
0.4,50,20,5,74061
0.4,50,20,6,74498
0.4,50,20,7,73693
0.4,50,20,8,73305
0.4,50,20,9,77474
0.4,50,20,11,70880
0.4,50,20,10,72430
0.4,50,20,12,77631
0.4,50,20,13,76865
0.4,50,20,14,71076
0.4,50,20,15,72460
0.4,50,20,16,75791
0.4,50,20,18,70559
0.4,50,20,17,70930
0.4,50,20,19,75557
0.4,50,20,21,72457
0.4,50,20,20,72466
0.4,50,20,23,71773
0.4,50,20,24,74143
0.4,50,20,25,73598
0.4,50,20,22,72571
0.4,50,20,26,76276
0.4,50,20,27,70740
0.4,50,20,28,74068
0.4,50,20,29,72642
0.4,50,30,0,96113
0.4,50,30,2,99439
0.4,50,30,4,98178
0.4,50,30,3,99627
0.4,50,30,1,96773
0.4,50,30,7,94118
0.4,50,30,5,97500
0.4,50,30,6,94552
0.4,50,30,8,96780
0.4,50,30,9,99859
0.4,50,30,10,96775
0.4,50,30,11,94500
0.4,50,30,15,98178
0.4,50,30,12,97336
0.4,50,30,14,99284
0.4,50,30,13,97597
0.4,50,30,18,99975
0.4,50,30,17,99259
0.4,50,30,16,98628
0.4,50,30,19,94595
0.4,50,30,22,97336
0.4,50,30,21,94263
0.4,50,30,23,94676
0.4,50,30,20,96498
0.4,50,30,24,100185
0.4,50,30,26,97893
0.4,50,30,25,98301
0.4,50,30,27,100634
0.4,50,30,29,99855
0.4,50,30,28,99864
