d,n,m,i,bkv
0.3,50,30,14,111529
0.3,50,30,15,112727
0.3,50,30,16,113401
0.3,50,30,17,111106
0.3,50,30,18,114455
0.3,50,30,19,115111
0.3,50,30,20,113012
0.3,50,30,21,110423
0.3,50,30,22,113924
0.3,50,30,23,111595
0.3,50,30,24,112304
0.3,50,30,25,114917
0.3,50,30,26,109306
0.3,50,30,27,112949
0.3,50,30,28,114462
0.3,50,30,29,108041
0.3,100,5,0,152151
0.3,100,5,1,156362
0.3,100,5,2,139827
0.3,100,5,3,153325
0.3,100,5,4,142382
0.3,100,5,5,154101
0.3,100,5,6,154060
0.3,100,5,7,147657
0.3,100,5,8,158646
0.3,100,5,9,164073
0.3,100,5,10,149070
0.3,100,5,11,142709
0.3,100,5,12,160871
0.3,100,5,13,147905
0.3,100,5,14,151342
0.3,100,5,15,143833
0.3,100,5,16,158944
0.3,100,5,17,151372
0.3,100,5,18,155834
0.3,100,5,19,161009
0.3,100,5,20,147813
0.3,100,5,21,148500
0.3,100,5,22,152247
0.3,100,5,23,157829
0.3,100,5,24,153280
0.3,100,5,25,155512
0.3,100,5,26,154897
0.3,100,5,27,149487
0.3,100,5,28,154945
0.3,100,5,29,148825
0.3,100,10,0,186335
0.3,100,10,1,187817
0.3,100,10,2,197169
0.3,100,10,3,206660
0.3,100,10,4,197155
0.3,100,10,5,199702
0.3,100,10,6,207664
0.3,100,10,7,194739
0.3,100,10,8,193971
0.3,100,10,9,187592
0.3,100,10,10,198184
0.3,100,10,11,199039
0.3,100,10,12,198315
0.3,100,10,13,203562
0.3,100,10,14,193867
0.3,100,10,15,195779
0.3,100,10,16,201071
0.3,100,10,17,198316
0.3,100,10,18,195594
0.3,100,10,19,197880
0.3,100,10,20,199237
0.3,100,10,21,187997
0.3,100,10,22,198395
0.3,100,10,23,201816
0.3,100,10,24,190413
0.3,100,10,25,202286
0.3,100,10,26,196741
0.3,100,10,27,178348
0.3,100,10,28,195999
0.3,100,10,29,189524
0.3,100,20,0,262203
0.3,100,20,1,266308
0.3,100,20,2,266076
0.3,100,20,3,274552
0.3,100,20,4,259819
0.3,100,20,5,268573
0.3,100,20,6,272091
0.3,100,20,7,268275
0.3,100,20,8,261875
0.3,100,20,9,269035
0.3,100,20,10,264933
0.3,100,20,11,265077
0.3,100,20,12,278336
0.3,100,20,13,267846
0.3,100,20,14,270045
0.3,100,20,15,274946
0.3,100,20,16,270971
0.3,100,20,17,272855
0.3,100,20,18,257995
0.3,100,20,19,278778
0.3,100,20,20,266203
0.3,100,20,21,271143
0.3,100,20,22,265019
0.3,100,20,23,270448
0.3,100,20,24,268383
0.3,100,20,25,277704
0.3,100,20,26,263042
0.3,100,20,27,276458
0.3,100,20,28,260382
0.3,100,20,29,274639
0.3,100,30,0,340763
0.3,100,30,1,332550
0.3,100,30,2,333902
0.3,100,30,3,339443
0.3,100,30,4,334678
0.3,100,30,5,332205
0.3,100,30,6,337188
0.3,100,30,7,335473
0.3,100,30,8,337957
0.3,100,30,9,340922
0.3,100,30,10,333096
0.3,100,30,11,325073
0.3,100,30,12,328235
0.3,100,30,13,329621
0.3,100,30,14,326338
0.3,100,30,15,334844
0.3,100,30,16,334243
0.3,100,30,17,332757
0.3,100,30,18,330669
0.3,100,30,19,334326
0.3,100,30,20,329657
0.3,100,30,21,336001
0.3,100,30,22,332796
0.3,100,30,23,338358
0.3,100,30,24,326871
0.3,100,30,25,316828
0.3,100,30,26,331402
0.3,100,30,27,334259
0.3,100,30,28,329683
0.3,100,30,29,327908
0.4,5,5,0,864
0.4,5,5,1,906
0.4,5,5,2,1186
0.4,5,5,3,882
0.4,5,5,4,1011
0.4,5,5,5,1108
0.4,5,5,6,1025
0.4,5,5,7,1096
0.4,5,5,8,892
0.4,5,5,9,1170
0.4,5,5,10,762
0.4,5,5,11,1063
0.4,5,5,12,1113
0.4,5,5,13,977
0.4,5,5,14,896
0.4,5,5,15,546
0.4,5,5,16,838
0.4,5,5,17,912
0.4,5,5,18,1111
0.4,5,5,19,845
0.4,5,5,20,959
0.4,5,5,21,910
0.4,5,5,22,763
0.4,5,5,23,915
0.4,5,5,24,1014
0.4,5,5,25,887
0.4,5,5,26,1139
0.4,5,5,27,945
0.4,5,5,28,868
0.4,5,5,29,855
0.4,5,10,0,2094
0.4,5,10,1,1536
0.4,5,10,2,2195
0.4,5,10,3,1480
0.4,5,10,4,1452
0.4,5,10,5,1937
0.4,5,10,6,1475
0.4,5,10,7,1634
0.4,5,10,8,1761
0.4,5,10,9,1923
0.4,5,10,10,2200
0.4,5,10,11,1551
0.4,5,10,12,2206
0.4,5,10,13,1547
0.4,5,10,14,1892
0.4,5,10,15,1389
0.4,5,10,16,1910
0.4,5,10,17,1817
0.4,5,10,18,1958
0.4,5,10,19,2061
0.4,5,10,20,1583
0.4,5,10,21,1455
0.4,5,10,22,2103
0.4,5,10,23,1766
0.4,5,10,24,1914
0.4,5,10,25,1780
0.4,5,10,26,2017
0.4,5,10,27,1420
0.4,5,10,28,1953
0.4,5,10,29,1689
0.4,5,20,0,2678
0.4,5,20,1,3408
0.4,5,20,2,3642
0.4,5,20,3,3471
0.4,5,20,4,3668
0.4,5,20,5,3620
0.4,5,20,6,3470
0.4,5,20,7,3539
0.4,5,20,8,3134
0.4,5,20,9,3495
0.4,5,20,10,2998
0.4,5,20,11,3544
0.4,5,20,12,3449
0.4,5,20,13,3492
0.4,5,20,14,3718
0.4,5,20,15,3009
0.4,5,20,16,3545
0.4,5,20,17,3269
0.4,5,20,18,3410
0.4,5,20,19,3192
0.4,5,20,20,3158
0.4,5,20,21,3495
0.4,5,20,22,3323
0.4,5,20,23,3331
0.4,5,20,24,3672
0.4,5,20,25,3657
0.4,5,20,26,3356
0.4,5,20,27,3441
0.4,5,20,28,3799
0.4,5,20,29,3409
0.4,5,30,0,4503
0.4,5,30,1,4660
0.4,5,30,2,4937
0.4,5,30,3,5156
0.4,5,30,4,4537
0.4,5,30,5,5248
0.4,5,30,6,4354
0.4,5,30,7,4721
0.4,5,30,8,5461
0.4,5,30,9,4316
0.4,5,30,10,4699
0.4,5,30,11,5042
0.4,5,30,12,4703
0.4,5,30,13,4868
0.4,5,30,14,5083
0.4,5,30,15,4581
0.4,5,30,16,4847
0.4,5,30,17,4773
0.4,5,30,18,5406
0.4,5,30,19,4773
0.4,5,30,20,5166
0.4,5,30,21,5095
0.4,5,30,22,4700
0.4,5,30,23,4964
0.4,5,30,24,5425
0.4,5,30,25,4805
0.4,5,30,26,5048
0.4,5,30,27,4677
0.4,5,30,28,5260
0.4,5,30,29,5047
0.4,10,5,0,2230
0.4,10,5,1,2251
0.4,10,5,2,2472
0.4,10,5,3,2449
0.4,10,5,4,2427
0.4,10,5,5,2431
0.4,10,5,6,2459
0.4,10,5,7,3118
0.4,10,5,8,2435
0.4,10,5,9,2697
0.4,10,5,10,2443
0.4,10,5,11,2295
0.4,10,5,12,2383
0.4,10,5,13,3104
0.4,10,5,14,2916
0.4,10,5,15,2470
0.4,10,5,16,2380
0.4,10,5,17,2270
0.4,10,5,18,2410
0.4,10,5,19,2971
0.4,10,5,20,2445
0.4,10,5,21,2736
0.4,10,5,22,2614
0.4,10,5,23,1849
0.4,10,5,24,2171
0.4,10,5,25,2047
0.4,10,5,26,2924
0.4,10,5,27,2293
0.4,10,5,28,2644
0.4,10,5,29,2239
0.4,10,10,0,4928
0.4,10,10,1,4601
0.4,10,10,2,3916
0.4,10,10,3,4449
0.4,10,10,4,3873
0.4,10,10,5,3746
0.4,10,10,6,3886
0.4,10,10,7,4819
0.4,10,10,8,4255
0.4,10,10,9,4783
0.4,10,10,10,4501
0.4,10,10,11,4161
0.4,10,10,12,3706
0.4,10,10,13,3818
0.4,10,10,14,4667
0.4,10,10,15,3948
0.4,10,10,16,3926
0.4,10,10,17,4424
0.4,10,10,18,4578
0.4,10,10,19,4213
0.4,10,10,20,4188
0.4,10,10,21,4790
0.4,10,10,22,3969
0.4,10,10,23,4472
0.4,10,10,24,3828
0.4,10,10,25,4471
0.4,10,10,26,4600
0.4,10,10,27,3967
0.4,10,10,28,3928
0.4,10,10,29,4254
0.4,10,20,0,7301
0.4,10,20,1,7901
0.4,10,20,2,8805
0.4,10,20,3,8067
0.4,10,20,4,7720
0.4,10,20,5,7747
0.4,10,20,6,7477
0.4,10,20,7,7949
0.4,10,20,8,7833
0.4,10,20,9,7708
0.4,10,20,10,7231
0.4,10,20,11,8043
0.4,10,20,12,8080
0.4,10,20,13,7714
0.4,10,20,14,7708
0.4,10,20,15,7405
0.4,10,20,16,8018
0.4,10,20,17,7948
0.4,10,20,18,6864
0.4,10,20,19,8398
0.4,10,20,20,7535
0.4,10,20,21,6803
0.4,10,20,22,8016
0.4,10,20,23,7584
0.4,10,20,24,6788
0.4,10,20,25,8039
0.4,10,20,26,7983
0.4,10,20,27,6861
0.4,10,20,28,8079
0.4,10,20,29,8338
0.4,10,30,0,10688
0.4,10,30,1,11278
0.4,10,30,2,11152
0.4,10,30,3,10891
0.4,10,30,4,11264
0.4,10,30,5,12026
0.4,10,30,6,10298
0.4,10,30,7,10979
0.4,10,30,8,10580
0.4,10,30,9,11182
0.4,10,30,10,11078
0.4,10,30,11,11858
0.4,10,30,12,10540
0.4,10,30,13,11182
0.4,10,30,14,10390
0.4,10,30,15,11666
0.4,10,30,16,11713
0.4,10,30,17,10914
0.4,10,30,18,10427
0.4,10,30,19,11076
0.4,10,30,20,10939
0.4,10,30,21,10586
0.4,10,30,22,10702
0.4,10,30,23,11228
0.4,10,30,24,11049
0.4,10,30,25,12429
0.4,10,30,26,11516
0.4,10,30,27,11032
0.4,10,30,28,10896
0.4,10,30,29,10272
0.4,20,5,0,7710
0.4,20,5,1,7161
0.4,20,5,2,8204
0.4,20,5,3,5815
0.4,20,5,4,8464
0.4,20,5,5,7960
0.4,20,5,6,7431
0.4,20,5,7,6716
0.4,20,5,8,7396
0.4,20,5,9,7556
0.4,20,5,10,7771
0.4,20,5,11,7537
0.4,20,5,12,7024
0.4,20,5,13,6675
0.4,20,5,14,7045
0.4,20,5,15,6876
0.4,20,5,16,7545
0.4,20,5,17,7163
0.4,20,5,18,7082
0.4,20,5,19,5592
0.4,20,5,20,6674
0.4,20,5,21,6340
0.4,20,5,22,7254
0.4,20,5,23,7205
0.4,20,5,24,7905
0.4,20,5,25,6922
0.4,20,5,26,7564
0.4,20,5,27,7294
0.4,20,5,28,6879
0.4,20,5,29,6950
0.4,20,10,0,11271
0.4,20,10,1,12377
0.4,20,10,2,11342
0.4,20,10,3,13574
0.4,20,10,4,11377
0.4,20,10,5,11423
0.4,20,10,6,12123
0.4,20,10,7,11102
0.4,20,10,8,10420
0.4,20,10,9,11492
0.4,20,10,10,10611
0.4,20,10,11,11645
0.4,20,10,12,13034
0.4,20,10,13,11884
0.4,20,10,14,11200
0.4,20,10,15,11273
0.4,20,10,16,12172
0.4,20,10,17,11725
0.4,20,10,18,11513
0.4,20,10,19,11468
0.4,20,10,20,11811
0.4,20,10,21,11735
0.4,20,10,22,11028
0.4,20,10,23,11373
0.4,20,10,24,11662
0.4,20,10,25,10257
0.4,20,10,26,11371
0.4,20,10,27,10659
0.4,20,10,28,10244
0.4,20,10,29,11032
0.4,20,20,0,18855
0.4,20,20,1,19841
0.4,20,20,2,18329
0.4,20,20,3,17404
0.4,20,20,4,17712
0.4,20,20,5,19930
0.4,20,20,6,20928
0.4,20,20,7,19356
0.4,20,20,8,17615
0.4,20,20,9,18220
0.4,20,20,10,19254
0.4,20,20,11,19685
0.4,20,20,12,18890
0.4,20,20,13,19469
0.4,20,20,14,20103
0.4,20,20,15,19222
0.4,20,20,16,19707
0.4,20,20,17,19493
0.4,20,20,18,19398
0.4,20,20,19,19534
0.4,20,20,20,18871
0.4,20,20,21,20321
0.4,20,20,22,18976
0.4,20,20,23,18676
0.4,20,20,24,19324
0.4,20,20,25,19492
0.4,20,20,26,18749
0.4,20,20,27,18949
0.4,20,20,28,19448
0.4,20,20,29,18860
0.4,20,30,0,26259
0.4,20,30,1,26612
0.4,20,30,2,27634
0.4,20,30,3,29104
0.4,20,30,4,27632
0.4,20,30,5,26811
0.4,20,30,6,26419
0.4,20,30,7,25569
0.4,20,30,8,27631
0.4,20,30,9,27518
0.4,20,30,10,26307
0.4,20,30,11,27330
0.4,20,30,12,27215
0.4,20,30,13,28507
0.4,20,30,14,27020
0.4,20,30,15,29865
0.4,20,30,16,27422
0.4,20,30,17,25514
0.4,20,30,18,26693
0.4,20,30,19,26692
0.4,20,30,20,27072
0.4,20,30,21,27256
0.4,20,30,22,28196
0.4,20,30,23,25802
0.4,20,30,24,25950
0.4,20,30,25,27035
0.4,20,30,26,26683
0.4,20,30,27,27619
0.4,20,30,28,26608
0.4,20,30,29,27573
0.4,30,5,0,17173
0.4,30,5,1,13180
0.4,30,5,2,13140
0.4,30,5,3,12972
0.4,30,5,4,12249
0.4,30,5,5,13218
0.4,30,5,6,12489
0.4,30,5,7,13287
0.4,30,5,8,14338
0.4,30,5,9,15696
0.4,30,5,10,14582
0.4,30,5,11,14261
0.4,30,5,12,13504
0.4,30,5,13,15275
0.4,30,5,14,17516
0.4,30,5,15,12984
0.4,30,5,16,13142
0.4,30,5,17,14583
0.4,30,5,18,15019
0.4,30,5,19,11184
0.4,30,5,20,17158
0.4,30,5,21,15764
0.4,30,5,22,13752
0.4,30,5,23,13712
0.4,30,5,24,16054
0.4,30,5,25,16568
0.4,30,5,26,12695
0.4,30,5,27,15296
0.4,30,5,28,14316
0.4,30,5,29,15092
0.4,30,10,0,19507
0.4,30,10,1,21258
0.4,30,10,2,19643
0.4,30,10,3,21103
0.4,30,10,4,19366
0.4,30,10,5,21478
0.4,30,10,6,21575
0.4,30,10,7,19099
0.4,30,10,8,20937
0.4,30,10,9,22550
0.4,30,10,10,21352
0.4,30,10,11,21695
0.4,30,10,12,21530
0.4,30,10,13,22918
0.4,30,10,14,21459
0.4,30,10,15,21889
0.4,30,10,16,21533
0.4,30,10,17,21143
0.4,30,10,18,19901
0.4,30,10,19,21470
0.4,30,10,20,23643
0.4,30,10,21,21574
0.4,30,10,22,20421
0.4,30,10,23,20592
0.4,30,10,24,19893
0.4,30,10,25,22141
0.4,30,10,26,21007
0.4,30,10,27,22056
0.4,30,10,28,20399
0.4,30,10,29,20950
0.4,30,20,0,32817
0.4,30,20,1,34068
0.4,30,20,2,33890
0.4,30,20,3,34781
0.4,30,20,4,31830
0.4,30,20,5,34735
0.4,30,20,6,33563
0.4,30,20,7,32831
0.4,30,20,8,33238
0.4,30,20,9,36231
0.4,30,20,10,35116
0.4,30,20,11,33295
0.4,30,20,12,34648
0.4,30,20,13,33108
0.4,30,20,14,32596
0.4,30,20,15,33975
0.4,30,20,16,33492
0.4,30,20,17,33579
0.4,30,20,18,34086
0.4,30,20,19,32471
0.4,30,20,20,32028
0.4,30,20,21,34791
0.4,30,20,22,34401
0.4,30,20,23,34762
0.4,30,20,24,34085
0.4,30,20,25,33302
0.4,30,20,26,32294
0.4,30,20,27,34961
0.4,30,20,28,36006
0.4,30,20,29,32986
0.4,30,30,0,47405
0.4,30,30,1,45237
0.4,30,30,2,46805
0.4,30,30,3,45951
0.4,30,30,4,45463
0.4,30,30,5,46227
0.4,30,30,6,48390
0.4,30,30,7,46845
0.4,30,30,8,45964
0.4,30,30,9,47254
0.4,30,30,10,45505
0.4,30,30,11,46181
0.4,30,30,12,45058
0.4,30,30,13,47209
0.4,30,30,14,46647
0.4,30,30,15,47625
0.4,30,30,16,43982
0.4,30,30,17,45014
0.4,30,30,18,46899
0.4,30,30,19,48280
0.4,30,30,20,49251
0.4,30,30,21,48468
0.4,30,30,22,45544
0.4,30,30,23,49661
0.4,30,30,24,45776
0.4,30,30,25,47811
0.4,30,30,26,49223
0.4,30,30,27,47425
0.4,30,30,28,47704
0.4,30,30,29,46138
0.4,50,5,0,35955
0.4,50,5,1,34582
0.4,50,5,2,31964
0.4,50,5,3,31185
0.4,50,5,4,36577
0.4,50,5,5,38178
0.4,50,5,6,31942
0.4,50,5,7,35161
0.4,50,5,8,36696
0.4,50,5,9,37880
0.4,50,5,10,32913
0.4,50,5,11,32539
0.4,50,5,12,35776
0.4,50,5,13,37999
0.4,50,5,14,34464
0.4,50,5,15,35475
0.4,50,5,16,36739
0.4,50,5,17,33414
0.4,50,5,18,32642
0.4,50,5,19,31801
0.4,50,5,20,36374
0.4,50,5,21,35103
0.4,50,5,22,35551
0.4,50,5,23,34049
0.4,50,5,24,34313
0.4,50,5,25,37115
0.4,50,5,26,33828
0.4,50,5,27,39571
0.4,50,5,28,35443
0.4,50,5,29,35454
0.4,50,10,0,48993
0.4,50,10,1,50209
0.4,50,10,2,51057
0.4,50,10,3,50302
0.4,50,10,4,46394
0.4,50,10,5,47935
0.4,50,10,6,48655
0.4,50,10,7,46544
0.4,50,10,8,47811
0.4,50,10,9,48573
0.4,50,10,10,49702
0.4,50,10,11,47837
0.4,50,10,12,48489
0.4,50,10,13,45804
0.4,50,10,14,54759
0.4,50,10,15,48680
0.4,50,10,16,50719
0.4,50,10,17,47198
0.4,50,10,18,46618
0.4,50,10,19,49628
0.4,50,10,20,47515
0.4,50,10,21,48761
0.4,50,10,22,48690
0.4,50,10,23,48665
0.4,50,10,24,46977
0.4,50,10,25,45754
0.4,50,10,26,53628
0.4,50,10,27,48200
0.4,50,10,28,47698
0.4,50,10,29,46234
0.4,50,20,0,69178
0.4,50,20,1,74545
0.4,50,20,2,72091
0.4,50,20,3,74417
0.4,50,20,4,75499
0.4,50,20,5,74061
0.4,50,20,6,74498
0.4,50,20,7,73693
0.4,50,20,8,73305
0.4,50,20,9,77474
0.4,50,20,10,72430
0.4,50,20,11,70880
0.4,50,20,12,77631
0.4,50,20,13,76687
0.4,50,20,14,71076
0.4,50,20,15,72288
0.4,50,20,16,75791
0.4,50,20,17,70930
0.4,50,20,18,70559
0.4,50,20,19,75557
0.4,50,20,20,72466
0.4,50,20,21,72457
0.4,50,20,22,72571
0.4,50,20,23,71439
0.4,50,20,24,74143
0.4,50,20,25,73074
0.4,50,20,26,76276
0.4,50,20,27,70740
0.4,50,20,28,74068
0.4,50,20,29,72642
0.4,50,30,0,96113
0.4,50,30,1,96773
0.4,50,30,2,98922
0.4,50,30,3,99530
0.4,50,30,4,96910
0.4,50,30,5,97500
0.4,50,30,6,94552
0.4,50,30,7,93958
0.4,50,30,8,96613
0.4,50,30,9,99859
0.4,50,30,10,96775
0.4,50,30,11,94500
0.4,50,30,12,97027
0.4,50,30,13,97597
0.4,50,30,14,99284
0.4,50,30,15,98177
0.4,50,30,16,98628
0.4,50,30,17,98285
0.4,50,30,18,99975
0.4,50,30,19,94595
0.4,50,30,20,96498
0.4,50,30,21,94263
0.4,50,30,22,97336
0.4,50,30,23,94676
0.4,50,30,24,98848
0.4,50,30,25,98301
0.4,50,30,26,96961
0.4,50,30,27,100634
0.4,50,30,28,99864
0.4,50,30,29,99855
0.4,100,5,0,115491
0.4,100,5,1,118111
0.4,100,5,2,124027
0.4,100,5,3,129409
0.4,100,5,4,132309
0.4,100,5,5,130831
0.4,100,5,6,117053
0.4,100,5,7,128865
0.4,100,5,8,127308
0.4,100,5,9,125417
0.4,100,5,10,139601
0.4,100,5,11,122433
0.4,100,5,12,126722
0.4,100,5,13,129238
0.4,100,5,14,138669
0.4,100,5,15,137262
0.4,100,5,16,134052
0.4,100,5,17,134395
0.4,100,5,18,123600
0.4,100,5,19,138190
0.4,100,5,20,127260
0.4,100,5,21,116848
0.4,100,5,22,127134
0.4,100,5,23,123091
0.4,100,5,24,125451
0.4,100,5,25,122994
0.4,100,5,26,126455
0.4,100,5,27,129875
0.4,100,5,28,126609
0.4,100,5,29,126597
0.4,100,10,0,163828
0.4,100,10,1,157222
0.4,100,10,2,173357
0.4,100,10,3,163985
0.4,100,10,4,166713
0.4,100,10,5,161323
0.4,100,10,6,158734
0.4,100,10,7,165777
0.4,100,10,8,164073
0.4,100,10,9,171430
0.4,100,10,10,169670
0.4,100,10,11,161954
0.4,100,10,12,159323
0.4,100,10,13,168515
0.4,100,10,14,166133
0.4,100,10,15,159149
0.4,100,10,16,169156
0.4,100,10,17,158919
0.4,100,10,18,171703
0.4,100,10,19,160335
0.4,100,10,20,156813
0.4,100,10,21,166231
0.4,100,10,22,164830
0.4,100,10,23,158982
0.4,100,10,24,161505
0.4,100,10,25,168265
0.4,100,10,26,159759
0.4,100,10,27,171586
0.4,100,10,28,163069
0.4,100,10,29,172194
0.4,100,20,0,231500
0.4,100,20,1,229752
0.4,100,20,2,234266
0.4,100,20,3,235873
0.4,100,20,4,235159
0.4,100,20,5,222728
0.4,100,20,6,226142
0.4,100,20,7,226293
0.4,100,20,8,236880
0.4,100,20,9,232438
0.4,100,20,10,213031
0.4,100,20,11,220111
0.4,100,20,12,231091
0.4,100,20,13,230480
0.4,100,20,14,227075
0.4,100,20,15,225733
0.4,100,20,16,238349
0.4,100,20,17,229445
0.4,100,20,18,223863
0.4,100,20,19,222502
0.4,100,20,20,237938
0.4,100,20,21,225433
0.4,100,20,22,221724
0.4,100,20,23,227160
0.4,100,20,24,228040
0.4,100,20,25,222933
0.4,100,20,26,229432
0.4,100,20,27,222931
0.4,100,20,28,225341
0.4,100,20,29,237971
0.4,100,30,0,283978
0.4,100,30,1,287912
0.4,100,30,2,284480
0.4,100,30,3,274698
0.4,100,30,4,286724
0.4,100,30,5,289188
0.4,100,30,6,290750
0.4,100,30,7,282053
0.4,100,30,8,274045
0.4,100,30,9,290916
0.4,100,30,10,296649
0.4,100,30,11,281305
0.4,100,30,12,292885
0.4,100,30,13,289361
0.4,100,30,14,291611
0.4,100,30,15,287840
0.4,100,30,16,285531
0.4,100,30,17,287859
0.4,100,30,18,285494
0.4,100,30,19,288936
0.4,100,30,20,292387
0.4,100,30,21,282845
0.4,100,30,22,296961
0.4,100,30,23,287484
0.4,100,30,24,292470
0.4,100,30,25,293694
0.4,100,30,26,296541
0.4,100,30,27,287562
0.4,100,30,28,276541
0.4,100,30,29,292818
